Alderman,Committee,Start,End,
"u'Pope, John'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Pope, John'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Pope, John'","u'Joint Committee: Economic, Capital and Technology Development; Finance'",2007-05-21,2015-05-04,
"u'Pope, John'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",2007-05-21,2015-05-04,
"u'Pope, John'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Pope, John'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Pope, John'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Housing and Real Estate; Human Relations',2007-05-21,2015-05-04,
"u'Pope, John'","u'Joint Committee: Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Human Relations; Public Safety',2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Pope, John'",u'Joint Committee: License and Consumer Protection; Transportation and Public Way',2007-05-04,2015-05-04,
"u'Pope, John'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Pope, John'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Pope, John'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Aviation; Finance',2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2011-05-16,2015-05-04,
"u'Quinn, Marty'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2011-05-16,2015-05-04,
"u'Quinn, Marty'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",2011-05-16,2015-05-04,
"u'Quinn, Marty'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Education and Child Development; Finance',2013-07-24,2015-05-04,
"u'Quinn, Marty'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Quinn, Marty'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2011-05-18,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Reboyras, Ariel'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Reboyras, Ariel'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Reboyras, Ariel'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Housing and Real Estate; Human Relations',2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Reboyras, Ariel'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Reboyras, Ariel'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Reilly, Brendan'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Reilly, Brendan'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-18,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Reilly, Brendan'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Reilly, Brendan'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Reilly, Brendan'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Reilly, Brendan'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'",u'Joint Committee: Education and Child Development; Finance',2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'",u'Joint Committee: Housing and Real Estate; Human Relations',2011-05-18,2015-05-04,
"u'Sawyer, Roderick T.'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'","u'Joint Committee: License and Consumer Protection; Zoning, Landmarks and Building Standards'",2011-05-16,2015-05-04,
"u'Sawyer, Roderick T.'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2011-05-18,2015-05-04,
"u'Silverstein, Debra L.'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection',2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2011-05-18,2015-05-04,
"u'Silverstein, Debra L.'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2011-05-16,2015-05-04,
"u'Silverstein, Debra L.'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Smith, Michele'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2011-05-16,2015-05-04,
"u'Smith, Michele'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2011-05-16,2015-05-04,
"u'Smith, Michele'","u'Joint Committee: Economic, Capital and Technology Development; Health and Environmental Protection'",2011-05-16,2015-05-04,
"u'Smith, Michele'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-18,2015-05-04,
"u'Smith, Michele'","u'Joint Committee: Economic, Capital and Technology Development; License and Consumer Protection'",2011-05-16,2015-05-04,
"u'Smith, Michele'","u'Joint Committee: Economic, Capital and Technology Development; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Smith, Michele'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2011-05-16,2015-05-04,
"u'Smith, Michele'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Smith, Michele'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2011-05-18,2015-05-04,
"u'Smith, Michele'",u'Joint Committee: Housing and Real Estate; Human Relations',2011-05-18,2015-05-04,
"u'Smith, Michele'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Smith, Michele'",u'Joint Committee: Pedestrian and Traffic Safety; Transportation and Public Way',2011-05-18,2015-05-04,
"u'Smith, Michele'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Aviation; Finance',2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Budget and Government Operations; Finance; Transportation and Public Way',2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Budget and Government Operations; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2007-05-21,2015-05-04,
"u'Solis, Daniel'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2007-05-21,2015-05-04,
"u'Solis, Daniel'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-11,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Education and Child Development; Finance',2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Finance; Health and Environmental Protection',2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Finance; Housing and Real Estate',2007-05-21,2015-05-04,
"u'Solis, Daniel'","u'Joint Committee: Finance; Special Events, Cultural Affairs and Recreation'",2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Finance; Transportation and Public Way',2014-02-05,2015-05-04,
"u'Solis, Daniel'","u'Joint Committee: Finance; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Health and Environmental Protection; License and Consumer Protection; Public Safety',2011-05-18,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Housing and Real Estate; Human Relations',2011-05-18,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: License and Consumer Protection; Human Relations',2011-05-16,2015-05-04,
"u'Solis, Daniel'","u'Joint Committee: Public Safety; Zoning, Landmarks and Building Standards'",2007-05-21,2015-05-04,
"u'Solis, Daniel'",u'Joint Committee: Workforce Development and Audit; Public Safety',2011-05-16,2015-05-04,
"u'Sposato, Nicholas'",u'Joint Committee: Budget and Government Operations; License and Consumer Protection',2011-05-16,2015-05-04,
"u'Sposato, Nicholas'","u'Joint Committee: Committees, Rules and Ethics; Economic, Capital and Technology Development'",2011-05-16,2015-05-04,
"u'Sposato, Nicholas'","u'Joint Committee: Economic, Capital and Technology Development; Housing and Real Estate; Zoning, Landmarks and Building Standards'",2011-05-16,2015-05-04,
